type	id	project_id	submitter_id	data_category	data_format	data_type	experimental_strategy	file_name	file_size	md5sum	object_id	core_metadata_collections.id	core_metadata_collections.submitter_id	read_groups.id#1	read_groups.submitter_id#1
submitted_aligned_reads	6004aca5-62eb-4f96-8489-26ca00df4a60	DCF-CCLE	G28056.JHOM-2B.1	Sequencing Data	BAM	Aligned Reads	RNA-Seq	G28056.JHOM-2B.1.bam	11519125474	54228a1afcb03f5a21db62280ef4211e	fdc65e3d-57e5-4c24-8fe5-48617e2e4427			cda85792-6579-4d4f-bd49-a331f3be80ae	JHOM2B_OVARY_rna_read_group
submitted_aligned_reads	81b18e8d-5079-4159-948a-3b0c4c54610d	DCF-CCLE	G28557.NCI-H2023.1	Sequencing Data	BAM	Aligned Reads	RNA-Seq	G28557.NCI-H2023.1.bam	16170073228	51bf80d9f4a7f6af757763001123fc11	5c56d5d6-2d44-4fe3-a120-c655f7ce8995			767cc87b-dba1-4dd7-9ddd-d60abcc8d858	NCIH2023_LUNG_rna_read_group
submitted_aligned_reads	5db8b602-6167-4f96-8c43-61a13d563fec	DCF-CCLE	G30614.T84.1	Sequencing Data	BAM	Aligned Reads	RNA-Seq	G30614.T84.1.bam	22341008713	c830a92ee0c349c05ddc4dc52f98c1b8	88d66f88-fb63-4953-9d12-4a555b3bf9e3			d4abc972-f3fa-4d1e-a4c2-a3d8c0114b2a	T84_LARGE_INTESTINE_rna_read_group
submitted_aligned_reads	9e4034ce-5de1-47d4-b750-04164f75d869	DCF-CCLE	G27381.CAL-33.1	Sequencing Data	BAM	Aligned Reads	RNA-Seq	G27381.CAL-33.1.bam	22188061451	e1ecb2753b8dc16ca41e024522e6080f	4fc04e53-5c5b-48c8-9cf7-25640a977670			319a7e53-cb5c-473d-ba6e-dfb77349169d	CAL33_UPPER_AERODIGESTIVE_TRACT_rna_read_group
submitted_aligned_reads	27c1c472-428d-4ef6-9831-ad1de204eb78	DCF-CCLE	G25210.NCI-H510.1	Sequencing Data	BAM	Aligned Reads	RNA-Seq	G25210.NCI-H510.1.bam	14671152886	bb647f6638a901155a31d240bb90c316	0f9d6942-d5ef-4848-9a36-810dff9df1f4			ed3547c2-657f-40f0-b692-7eab7295473c	NCIH510_LUNG_rna_read_group
submitted_aligned_reads	2b135777-881a-4f8c-aeed-342f7b3a1589	DCF-CCLE	G27391.HCC-1195.1	Sequencing Data	BAM	Aligned Reads	RNA-Seq	G27391.HCC-1195.1.bam	20954613891	ffadacac73d9a2e60fd12f3d107b41d6	86d4f700-26c9-4410-8523-a77fb11063f9			49265628-1ed7-4c72-bd50-b5319a6bb4a9	HCC1195_LUNG_rna_read_group
submitted_aligned_reads	964428da-3493-44ff-b49d-b2277c522b76	DCF-CCLE	G28037.KYO-1.1	Sequencing Data	BAM	Aligned Reads	RNA-Seq	G28037.KYO-1.1.bam	9853292758	3543f467453403a49017625705484d00	1b7d67c3-4781-4de2-ba68-f7b85c246a69			fc225259-8211-4fbe-9f77-b6534d15a19c	KYO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE_rna_read_group
submitted_aligned_reads	6d973a9d-d935-4613-9c7b-f86f47e3f77e	DCF-CCLE	G41699.TE-5.5	Sequencing Data	BAM	Aligned Reads	RNA-Seq	G41699.TE-5.5.bam	14063287668	0a0cb271fb516c19e1a7993fab044931	b3201be3-b9bb-42cf-b917-879bfffa2bac			f430f7bc-8183-4fdb-a503-f2df1b40a1ed	TE5_OESOPHAGUS_rna_read_group
submitted_aligned_reads	6bc81919-6e4a-4c1d-9ca3-3bd01db8a429	DCF-CCLE	G41731.Hs_936.T.5	Sequencing Data	BAM	Aligned Reads	RNA-Seq	G41731.Hs_936.T.5.bam	14043839435	fe3df2258aa5cb929c6a8757effb0a98	02ab7a09-b7ff-4659-915e-668c09a406ae			944a8ecc-5530-489d-bcb1-9b1377e89284	HS936T_SKIN_rna_read_group
submitted_aligned_reads	7926baca-2e21-4052-844c-ede745b0034b	DCF-CCLE	G28055.KU812.1	Sequencing Data	BAM	Aligned Reads	RNA-Seq	G28055.KU812.1.bam	11023260636	21465be3085c33f304ab4eb317c07633	4309e590-c5bb-450f-b1c1-97ac64058792			1fd581ec-8ebb-4893-81c5-4e0ce2c954c4	KU812_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE_rna_read_group
submitted_aligned_reads	519ed3cd-454a-4a8e-9817-a7a5222d31f1	DCF-CCLE	G25232.NCI-H1048.1	Sequencing Data	BAM	Aligned Reads	RNA-Seq	G25232.NCI-H1048.1.bam	14140474794	997bf088b5c56d1b7a321fd9a5175de7	01a73c85-14e3-42b4-95d4-2339807d7fef			225a9527-4f7e-4eef-a76d-40fdb28826e3	NCIH1048_LUNG_rna_read_group
submitted_aligned_reads	9bacc090-38e8-4c30-bf15-05b5d842d96e	DCF-CCLE	G27203.SNU-387.1	Sequencing Data	BAM	Aligned Reads	RNA-Seq	G27203.SNU-387.1.bam	12556471591	4f4080b4c81e1f5d7453f542b297a41a	4e77e77f-957b-49ba-b878-548a7eedb826			8ae04ae8-1c1e-4c6c-aa1f-b1e1bb98031c	SNU387_LIVER_rna_read_group
submitted_aligned_reads	43e630be-e7c1-44fc-8ff7-daee4c227028	DCF-CCLE	G30630.VM-CUB1.3	Sequencing Data	BAM	Aligned Reads	RNA-Seq	G30630.VM-CUB1.3.bam	5645505100	b6c0b0e1753464b0bb0ccdf233658b0f	bf048998-33e4-4370-92b6-2760125f95ac			2e647877-7e1d-46cd-8f91-98662ecb5c9f	VMCUB1_URINARY_TRACT_rna_read_group
submitted_aligned_reads	da72cf48-130b-4bed-97f6-0620d6566eef	DCF-CCLE	G30636.U-118_MG.1	Sequencing Data	BAM	Aligned Reads	RNA-Seq	G30636.U-118_MG.1.bam	23553156502	b6289ffb6ce6afdb14859c7165b399fe	d76a1861-20b8-46e8-a3b4-b0fd90f0e8d2			cc6ccd87-328f-4924-a438-b7406cad250c	U118MG_CENTRAL_NERVOUS_SYSTEM_rna_read_group
submitted_aligned_reads	066aba9a-f63c-4f67-994d-deb4719e97b3	DCF-CCLE	G27518.SK-N-FI.2	Sequencing Data	BAM	Aligned Reads	RNA-Seq	G27518.SK-N-FI.2.bam	19535760450	389dd919229350114440fab413d01fd8	c8182bee-ae11-4df2-acdc-ea351966f333			39492967-5c35-4ccd-a47e-cc63c4f936ef	SKNFI_AUTONOMIC_GANGLIA_rna_read_group
submitted_aligned_reads	7ac25896-1284-4894-bf59-85124a6118cd	DCF-CCLE	G28831.J82.3	Sequencing Data	BAM	Aligned Reads	RNA-Seq	G28831.J82.3.bam	13157781195	59d04d484e01e08ea8369673611a04cc	bf86a27b-987a-4921-ab98-9b7dbec16b29			fef854fb-37d4-4708-8616-b331c13620c6	J82_URINARY_TRACT_rna_read_group
submitted_aligned_reads	25a84fd1-4efc-4d8b-9b8b-5fbc3267da27	DCF-CCLE	G28810.Hs_940.T.3	Sequencing Data	BAM	Aligned Reads	RNA-Seq	G28810.Hs_940.T.3.bam	15226212297	e209ab868018e81fd717e3be7b9d33c7	f2301ec3-6d77-4c5b-9335-c76466b12699			6c35863a-8612-4843-ab97-b3271f509da1	HS940T_SKIN_rna_read_group
submitted_aligned_reads	a36c7fbe-9c8c-448f-9dc9-d50302d7a038	DCF-CCLE	G30632.WM-793.1	Sequencing Data	BAM	Aligned Reads	RNA-Seq	G30632.WM-793.1.bam	14038130658	54beaa7bf37e539225228351bc684012	ff1d8173-859a-4693-8f3b-49249442168b			d8cef2dd-7423-4d03-bf0a-ff482eb8b8a0	WM793_SKIN_rna_read_group
submitted_aligned_reads	36cf6e7b-f122-4d71-bd2f-5f24de3cb8aa	DCF-CCLE	G26182.KMS-12-BM.2	Sequencing Data	BAM	Aligned Reads	RNA-Seq	G26182.KMS-12-BM.2.bam	14192384500	959206cb007ce3eb545f89bbbde47fea	97121249-b4e3-4764-90e2-d06be33bc842			60767403-4284-4334-bf28-765b42d017b6	KMS12BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE_rna_read_group
submitted_aligned_reads	4095102d-47eb-43fc-8a4c-48d765dee1c1	DCF-CCLE	G28596.PANC-1.1	Sequencing Data	BAM	Aligned Reads	RNA-Seq	G28596.PANC-1.1.bam	18742486592	8b8243cbbdf93a29027aeaedec1f7a8f	b560b111-ffb7-475e-a978-9c3b45fbf1ee			ff0f6fee-2364-4807-b20a-716be34ce73f	PANC1_PANCREAS_rna_read_group
submitted_aligned_reads	759963e0-f450-4959-88b1-6fb093e1b8f7	DCF-CCLE	G26244.F-36P.2	Sequencing Data	BAM	Aligned Reads	RNA-Seq	G26244.F-36P.2.bam	15334084729	32f1ab2ac09efd905083c39d9d33f53c	29e1f816-beb1-4864-a019-3bc9f32fb5b9			a34cdf43-1cab-43e4-a4c6-1a9566c84cd5	F36P_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE_rna_read_group
submitted_aligned_reads	6f1b45cf-f92d-44c4-9cfd-4f50316e3e2b	DCF-CCLE	G28537.NCI-H1395.1	Sequencing Data	BAM	Aligned Reads	RNA-Seq	G28537.NCI-H1395.1.bam	16822165361	6456bccb69bcdb798c61eb4f91bfa57e	9cbe9632-d2a6-4367-9a25-294bc80c5208			240846c1-f3fc-429d-98d6-b6851ee3031a	NCIH1395_LUNG_rna_read_group
submitted_aligned_reads	041ce646-e1b9-406c-aca6-beefc4530d9d	DCF-CCLE	G27332.Capan-2.1	Sequencing Data	BAM	Aligned Reads	RNA-Seq	G27332.Capan-2.1.bam	20481665009	5d4f3bbcb248223c0c09fc9ed9497f50	edbdf3da-e994-4f8a-9178-887f68da14ef			ed776a50-9081-4aff-835c-d2a212f5c308	CAPAN2_PANCREAS_rna_read_group
submitted_aligned_reads	9cdd9208-e8c0-4c13-b8df-ff4a80352b0f	DCF-CCLE	G28821.HuT_102.3	Sequencing Data	BAM	Aligned Reads	RNA-Seq	G28821.HuT_102.3.bam	13192049515	c239b9cd347c6324d61c5676fd44e2ce	96ed37c8-12f8-494e-9e94-296f2af36caa			fce09816-e83a-4b14-b28a-9d759aeb775a	HUT102_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE_rna_read_group
submitted_aligned_reads	63c7cdb9-2d75-4efc-a86e-197562b3ecb3	DCF-CCLE	G28072.MDA-MB-175-VII.1	Sequencing Data	BAM	Aligned Reads	RNA-Seq	G28072.MDA-MB-175-VII.1.bam	11855490400	acc645bee44a6229ff5f23ac72d8c032	a32a41bb-cdd1-4752-87d9-66e0ad477ae4			0bc16dee-d12a-4995-aa2a-3324b7c9f959	MDAMB175VII_BREAST_rna_read_group
submitted_aligned_reads	9f1d823b-1184-46fb-8ff8-51184752344f	DCF-CCLE	G27253.U-87_MG.1	Sequencing Data	BAM	Aligned Reads	RNA-Seq	G27253.U-87_MG.1.bam	13825331733	0bd141ae0023d3442ba96472f5b5204e	9a2fdf2e-b294-43f8-bafe-2af77d409833			f7c2df7d-3f1e-47e2-9ed6-04e8fc6a685c	U87MG_CENTRAL_NERVOUS_SYSTEM_rna_read_group
submitted_aligned_reads	61026b9f-cbae-4e50-99c0-92a4e935b64a	DCF-CCLE	G27368.COLO-320.1	Sequencing Data	BAM	Aligned Reads	RNA-Seq	G27368.COLO-320.1.bam	18439205374	0b844061883ca23d02825de12363534d	89501571-37a1-4cba-a80c-3346dbf4ba91			d9d165f8-27fc-4793-ac51-ccf4de175cbd	COLO320_LARGE_INTESTINE_rna_read_group
submitted_aligned_reads	c798f037-db25-49cc-b7e0-de7393fa74df	DCF-CCLE	G27346.G-292,_clone_A141B1.1	Sequencing Data	BAM	Aligned Reads	RNA-Seq	G27346.G-292,_clone_A141B1.1.bam	19186392065	05e19f14de77dc4773b2a9b9862940d1	901e3f78-792d-4eff-8fff-150e199f495c			cdb8d4df-0af2-4846-b434-a9bbdc439254	G292CLONEA141B1_BONE_rna_read_group
submitted_aligned_reads	239e7987-8d68-4069-8f6e-993c98d28a06	DCF-CCLE	G27287.253J-BV.1	Sequencing Data	BAM	Aligned Reads	RNA-Seq	G27287.253J-BV.1.bam	13597658506	27ed555a99702cc2326f4ea2c89c8aa6	30ac6981-1fcc-490d-bb72-10d6051a1cef			290beb0a-ffc1-4aca-a2bc-582721dd750d	253JBV_URINARY_TRACT_rna_read_group
submitted_aligned_reads	ce75ca35-e059-44c2-a490-e7d52d7bf0ef	DCF-CCLE	G28614.ONCO-DG-1.1	Sequencing Data	BAM	Aligned Reads	RNA-Seq	G28614.ONCO-DG-1.1.bam	19179031367	71d6a4328c5c485b6c4e6f9470ea6bdd	09f7387a-1c24-40cd-a406-3b4600acba13			709e5f61-766b-4bc3-a25d-6827ed2772ce	ONCODG1_OVARY_rna_read_group
submitted_aligned_reads	18ce4996-fee9-493c-a2cc-db83058fe239	DCF-CCLE	G28567.NALM-1.1	Sequencing Data	BAM	Aligned Reads	RNA-Seq	G28567.NALM-1.1.bam	17898804321	bb32f7500e64cbdb4548cbd793f37529	76cde31e-f5c9-4535-84b0-6415370e0711			665ad5fb-5751-4595-84f1-a1d47ec2c7c6	NALM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE_rna_read_group
submitted_aligned_reads	e519c8e3-52f0-4bca-befe-fca6ea37f73d	DCF-CCLE	G28881.HT-1376.3	Sequencing Data	BAM	Aligned Reads	RNA-Seq	G28881.HT-1376.3.bam	14207852201	17d5d3782269ba0afde4c7296f38e6f7	773253bf-4abf-4553-8825-adbc078d9698			e1118d4d-437f-456c-bb73-9c9c903c3e40	HT1376_URINARY_TRACT_rna_read_group
submitted_aligned_reads	4fa8f08b-9e96-4b86-94f8-39fbcb735416	DCF-CCLE	G26259.AML-193.2	Sequencing Data	BAM	Aligned Reads	RNA-Seq	G26259.AML-193.2.bam	11449637204	16e61b4501585533774055139ec85a77	a0d0fece-54fe-46b0-8de2-a9ceef23f884			521c012e-1885-41f4-adff-491d634e529b	AML193_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE_rna_read_group
submitted_aligned_reads	32431584-a11c-49e4-a443-22728e0353ad	DCF-CCLE	G27266.SW1417.1	Sequencing Data	BAM	Aligned Reads	RNA-Seq	G27266.SW1417.1.bam	10179802326	cb9cf845fce800af79b465903fb70b99	d11d86eb-30ec-4c59-911d-af31f93336f9			67b89620-b137-4b18-9910-c9646f3b6c50	SW1417_LARGE_INTESTINE_rna_read_group
submitted_aligned_reads	9fbc7d71-fa27-45ed-a579-967a288e6571	DCF-CCLE	G27490.SNU-685.2	Sequencing Data	BAM	Aligned Reads	RNA-Seq	G27490.SNU-685.2.bam	16458984270	be4dbb1a1c55ccb2d918594359451871	b26fd16c-18d5-4a2c-8309-d31216150f88			47bb53d6-676b-4a02-bb8a-b2246981c987	SNU685_ENDOMETRIUM_rna_read_group
submitted_aligned_reads	b608c2b0-04dd-4638-b898-5451afd28035	DCF-CCLE	G27457.SK-N-AS.2	Sequencing Data	BAM	Aligned Reads	RNA-Seq	G27457.SK-N-AS.2.bam	18048358749	098193269e39c07ca18afacbe9f63387	01b58575-3cf2-4084-aeff-688eb19dd481			a2b89827-017c-4862-9954-f604f18606ba	SKNAS_AUTONOMIC_GANGLIA_rna_read_group
submitted_aligned_reads	18cbb4e3-7ed1-4dd3-b942-d4d0c2a91148	DCF-CCLE	G20482.DMS_114.2	Sequencing Data	BAM	Aligned Reads	RNA-Seq	G20482.DMS_114.2.bam	12652833044	03c4d77537140c178c61b277427fe1e3	97377b5d-b0a8-4f75-a749-2bc8ac79ac39			fe1e06ae-5af2-4e2e-89bb-0a6425b1f9c6	DMS114_LUNG_rna_read_group
submitted_aligned_reads	d10b196a-83fa-41a0-abe6-bbeec98988d8	DCF-CCLE	G27349.CJM.1	Sequencing Data	BAM	Aligned Reads	RNA-Seq	G27349.CJM.1.bam	20302253981	bbd91f4600dbf46f9c7c9c933ca2ff8f	238d2c80-7de0-4237-ba8f-ed5a84acfdbb			cbb70e8f-60cc-4209-9dd6-a3fb4075be4c	CJM_SKIN_rna_read_group
submitted_aligned_reads	3ddd8017-b12c-42c5-82a4-0b84cefd4ccf	DCF-CCLE	G27495.SNU-1079.2	Sequencing Data	BAM	Aligned Reads	RNA-Seq	G27495.SNU-1079.2.bam	17759942243	aec9249b6d729b702cb89d5048089bed	074dae9a-298e-4005-92ba-933f8c7cda2c			241f8bdc-f8be-4876-bf5f-36982837f2c8	SNU1079_BILIARY_TRACT_rna_read_group
submitted_aligned_reads	c4b80e24-bec5-4e5e-8d00-02ea05c31d09	DCF-CCLE	G25237.NCI-H2170.1	Sequencing Data	BAM	Aligned Reads	RNA-Seq	G25237.NCI-H2170.1.bam	13185855100	9816130af0a3a079e72d2bb44f6cfc38	0687d096-afca-4861-9dee-dcc84f1c440e			3a6774d4-47a4-4ae7-a3da-668565930646	NCIH2170_LUNG_rna_read_group
submitted_aligned_reads	eb2a3c59-f01f-4964-8a30-5b8801e8d11b	DCF-CCLE	G28001.M059K.1	Sequencing Data	BAM	Aligned Reads	RNA-Seq	G28001.M059K.1.bam	10947931537	e0fcaecd822e890568bbd868db2a5b28	1d49760e-3494-483b-8bb4-d27004b9611a			636e67c2-1607-440f-87d6-c8442a566ead	M059K_CENTRAL_NERVOUS_SYSTEM_rna_read_group
submitted_aligned_reads	7097f9f2-576e-4195-8c85-5649bdea2310	DCF-CCLE	G27357.GOS-3.1	Sequencing Data	BAM	Aligned Reads	RNA-Seq	G27357.GOS-3.1.bam	20411141622	ec34b48ca46f511b703a4f95d463f9cf	82ef21bc-ec06-4a37-8d4b-de991085b200			8fc59452-133b-4ac8-9ade-0e67b0e9c57d	GOS3_CENTRAL_NERVOUS_SYSTEM_rna_read_group
submitted_aligned_reads	6004aad2-04ac-49e2-bbcc-425c5b4086ab	DCF-CCLE	G28082.KELLY.1	Sequencing Data	BAM	Aligned Reads	RNA-Seq	G28082.KELLY.1.bam	9693118986	af25d55af4a2549900f7aad5ee4257ce	9c41fe72-3fb6-437a-88c3-34a9b7127733			8ead11dd-0ad9-4a79-ab01-0f4354f5d3b6	KELLY_AUTONOMIC_GANGLIA_rna_read_group
submitted_aligned_reads	56c5f33f-a112-4bf0-82a6-c8fca3477547	DCF-CCLE	G30562.SNU-C5.1	Sequencing Data	BAM	Aligned Reads	RNA-Seq	G30562.SNU-C5.1.bam	8183676862	c69f08003ad72d93d919996ffe25d8bb	915bb439-fed8-4e56-9558-90b8e64b5dbe			21bdb2e6-b6a5-47f7-a764-493b756bba93	SNUC5_LARGE_INTESTINE_rna_read_group
submitted_aligned_reads	ba926a1a-5fd4-4239-905f-e0ee6703899f	DCF-CCLE	G28588.NCI-H1915.1	Sequencing Data	BAM	Aligned Reads	RNA-Seq	G28588.NCI-H1915.1.bam	17672290930	54d85aa5024eb0cf69c9db7ef3da02c3	00149bcf-e057-4ecc-b22d-53648ae0b35f			84a182f0-bf18-4867-a9cf-a4be850de3f5	NCIH1915_LUNG_rna_read_group
submitted_aligned_reads	2329c92b-7a17-41e9-8914-2b605a06c00f	DCF-CCLE	G27279.OVMANA.1	Sequencing Data	BAM	Aligned Reads	RNA-Seq	G27279.OVMANA.1.bam	12649518329	a1f1d703c88aa56601638f13bb4694e9	2adcb238-d7fa-4ad0-8350-c5a234744a45			890becc3-019e-4a61-bc06-bf987e02507d	OVMANA_OVARY_rna_read_group
submitted_aligned_reads	416108c4-023d-4af6-83b4-1b017be26497	DCF-CCLE	G27365.CAL-148.1	Sequencing Data	BAM	Aligned Reads	RNA-Seq	G27365.CAL-148.1.bam	24262895351	28ede4ae34f34d791c62dc37707c90bc	331aa8b4-6a09-4bfb-a7ee-029d793ef9a1			381dd921-6235-446c-9d37-a24e1dfac57d	CAL148_BREAST_rna_read_group
submitted_aligned_reads	ed7a3309-1b29-4231-b65c-c9fe9febfda5	DCF-CCLE	G30612.TE-10.1	Sequencing Data	BAM	Aligned Reads	RNA-Seq	G30612.TE-10.1.bam	14186934983	b6817b5c8c7e8baa9fd1d6ea4c251d99	58e8a065-8704-4c5c-a457-79c8301d239b			7a8ab4b7-9300-489c-b432-25869b114374	TE10_OESOPHAGUS_rna_read_group
submitted_aligned_reads	4fdf058e-fc7d-498d-a5be-0a0b315b00ac	DCF-CCLE	G28547.NCI-H292.1	Sequencing Data	BAM	Aligned Reads	RNA-Seq	G28547.NCI-H292.1.bam	18074037470	18ff90982808be6a9b4835a6447fb266	3cca1a03-ddb3-450d-8792-2da5a0e97611			b8ceca1c-2a30-4177-93b0-f618fa533db2	NCIH292_LUNG_rna_read_group
submitted_aligned_reads	2358d17e-06be-4cb4-8414-87fada0e2df4	DCF-CCLE	G28021.LU99.1	Sequencing Data	BAM	Aligned Reads	RNA-Seq	G28021.LU99.1.bam	12725622151	416d316f87bbe27d7a816dc1d63666a4	4c0786c8-7774-4a21-b7e9-8bca3cad260c			94bbfad8-29ec-4bec-90a9-a360ae0dd996	LU99_LUNG_rna_read_group
submitted_aligned_reads	bea8a5aa-15c2-4f1c-9c57-9a6c9e9576a2	DCF-CCLE	G27295.A3_KAW.1	Sequencing Data	BAM	Aligned Reads	RNA-Seq	G27295.A3_KAW.1.bam	14918979955	b5d0a9d1ea0eb4c55ccc60f4aa220d4d	3e71c5c4-20b6-4fc0-937a-1e1414e79ba5			f33fbd4e-8fbd-40cf-b3d8-30abfeb43c89	A3KAW_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE_rna_read_group
submitted_aligned_reads	2491bb26-3717-4f80-a310-bb596247a0dd	DCF-CCLE	G25238.MKN-45.1	Sequencing Data	BAM	Aligned Reads	RNA-Seq	G25238.MKN-45.1.bam	14835927597	18d889ce01ab78a25f9fb17fbf0f0463	8612812e-dd62-47f0-9411-0c96a1b2fc60			3e635877-281f-4e07-a90d-97226cc73520	MKN45_STOMACH_rna_read_group
submitted_aligned_reads	fde7efef-97ba-47a6-9084-f203fb52c08d	DCF-CCLE	G27489.PE_CA-PJ34__clone_C12_.2	Sequencing Data	BAM	Aligned Reads	RNA-Seq	G27489.PE_CA-PJ34__clone_C12_.2.bam	15105426314	64230c0b13473a5e5638fb634697e983	aea4a217-7402-42f5-aba7-8183aa7915a5			77feaa1c-4737-4aac-a023-387ac7a21ab3	PECAPJ34CLONEC12_UPPER_AERODIGESTIVE_TRACT_rna_read_group
submitted_aligned_reads	8d06e3cf-aef4-40a0-bdbe-03c818b2268b	DCF-CCLE	G27371.CI-1.1	Sequencing Data	BAM	Aligned Reads	RNA-Seq	G27371.CI-1.1.bam	19971875242	e49194e9f0d22c5562734b5480ba9899	74fc0308-07bc-468b-88a5-7e34f21c659f			cdcc2e1c-af44-4dda-b509-183ccfb1fa1e	CI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE_rna_read_group
submitted_aligned_reads	8072d0e2-245f-4e49-8f64-1f88f5e1a6dd	DCF-CCLE	G20507.HCT-15.2	Sequencing Data	BAM	Aligned Reads	RNA-Seq	G20507.HCT-15.2.bam	13206721602	d800c0e44b4f518aafac7d5323cbedbd	5a3e7196-4bd2-4689-8c2b-2b1f0964fb1e			65e151fa-1751-4d7c-8c61-f319d32e3467	HCT15_LARGE_INTESTINE_rna_read_group
